compound,date,neg,neu,pos,time,tweets ago,user
-0.6705,2018-03-06,0.164,0.836,0.0,Tue Mar 06 11:07:29 +0000 2018,75,@nytimes
0.3612,2018-03-06,0.0,0.839,0.161,Tue Mar 06 10:48:57 +0000 2018,76,@nytimes
0.4939,2018-03-06,0.12,0.602,0.278,Tue Mar 06 10:47:04 +0000 2018,77,@nytimes
0.0,2018-03-06,0.0,1.0,0.0,Tue Mar 06 10:29:14 +0000 2018,78,@nytimes
0.0258,2018-03-06,0.287,0.42,0.294,Tue Mar 06 10:10:54 +0000 2018,79,@nytimes
0.3612,2018-03-06,0.0,0.615,0.385,Tue Mar 06 09:52:32 +0000 2018,80,@nytimes
-0.128,2018-03-06,0.092,0.837,0.072,Tue Mar 06 09:34:01 +0000 2018,81,@nytimes
0.0,2018-03-06,0.0,1.0,0.0,Tue Mar 06 09:10:28 +0000 2018,82,@nytimes
0.5994,2018-03-06,0.0,0.672,0.328,Tue Mar 06 08:54:23 +0000 2018,83,@nytimes
-0.4391,2018-03-06,0.149,0.791,0.06,Tue Mar 06 08:36:09 +0000 2018,84,@nytimes
0.0,2018-03-06,0.0,1.0,0.0,Tue Mar 06 08:18:06 +0000 2018,85,@nytimes
0.0,2018-03-06,0.0,1.0,0.0,Tue Mar 06 07:58:18 +0000 2018,86,@nytimes
0.0,2018-03-06,0.0,1.0,0.0,Tue Mar 06 07:41:03 +0000 2018,87,@nytimes
0.2263,2018-03-06,0.156,0.578,0.266,Tue Mar 06 07:32:03 +0000 2018,88,@nytimes
-0.1531,2018-03-06,0.14,0.753,0.108,Tue Mar 06 07:09:03 +0000 2018,89,@nytimes
0.4767,2018-03-06,0.0,0.853,0.147,Tue Mar 06 06:53:27 +0000 2018,90,@nytimes
-0.5719,2018-03-06,0.236,0.764,0.0,Tue Mar 06 06:35:41 +0000 2018,91,@nytimes
0.0,2018-03-06,0.0,1.0,0.0,Tue Mar 06 06:35:06 +0000 2018,92,@nytimes
0.2484,2018-03-06,0.122,0.698,0.18,Tue Mar 06 06:19:18 +0000 2018,93,@nytimes
-0.946,2018-03-06,0.489,0.511,0.0,Tue Mar 06 06:02:02 +0000 2018,94,@nytimes
0.0,2018-03-06,0.0,1.0,0.0,Tue Mar 06 05:47:02 +0000 2018,95,@nytimes
-0.1779,2018-03-06,0.072,0.928,0.0,Tue Mar 06 05:32:04 +0000 2018,96,@nytimes
-0.4215,2018-03-06,0.149,0.851,0.0,Tue Mar 06 05:17:03 +0000 2018,97,@nytimes
0.0,2018-03-06,0.0,1.0,0.0,Tue Mar 06 05:12:29 +0000 2018,98,@nytimes
0.0,2018-03-06,0.0,1.0,0.0,Tue Mar 06 05:02:02 +0000 2018,99,@nytimes
0.9177,2018-03-06,0.0,0.54,0.46,Tue Mar 06 04:47:08 +0000 2018,100,@nytimes
0.0772,2018-03-07,0.0,0.929,0.071,Wed Mar 07 01:32:07 +0000 2018,1,@washingtonpost
0.34,2018-03-07,0.0,0.821,0.179,Wed Mar 07 01:31:05 +0000 2018,2,@washingtonpost
-0.296,2018-03-07,0.311,0.485,0.204,Wed Mar 07 01:27:00 +0000 2018,3,@washingtonpost
0.0,2018-03-07,0.0,1.0,0.0,Wed Mar 07 01:23:32 +0000 2018,4,@washingtonpost
-0.5994,2018-03-07,0.259,0.741,0.0,Wed Mar 07 01:23:05 +0000 2018,5,@washingtonpost
0.0,2018-03-07,0.0,1.0,0.0,Wed Mar 07 01:22:04 +0000 2018,6,@washingtonpost
0.0,2018-03-07,0.0,1.0,0.0,Wed Mar 07 01:21:45 +0000 2018,7,@washingtonpost
-0.3818,2018-03-07,0.19,0.741,0.069,Wed Mar 07 01:19:22 +0000 2018,8,@washingtonpost
-0.6124,2018-03-07,0.227,0.773,0.0,Wed Mar 07 01:15:08 +0000 2018,9,@washingtonpost
0.0,2018-03-07,0.0,1.0,0.0,Wed Mar 07 01:05:09 +0000 2018,10,@washingtonpost
-0.6369,2018-03-07,0.245,0.755,0.0,Wed Mar 07 01:03:28 +0000 2018,11,@washingtonpost
0.1154,2018-03-07,0.215,0.62,0.165,Wed Mar 07 00:59:05 +0000 2018,12,@washingtonpost
0.5994,2018-03-07,0.0,0.435,0.565,Wed Mar 07 00:54:24 +0000 2018,13,@washingtonpost
-0.3612,2018-03-07,0.122,0.878,0.0,Wed Mar 07 00:42:02 +0000 2018,14,@washingtonpost
-0.3802,2018-03-07,0.156,0.844,0.0,Wed Mar 07 00:40:14 +0000 2018,15,@washingtonpost
0.8885,2018-03-07,0.0,0.489,0.511,Wed Mar 07 00:15:06 +0000 2018,16,@washingtonpost
-0.5106,2018-03-07,0.216,0.784,0.0,Wed Mar 07 00:10:11 +0000 2018,17,@washingtonpost
-0.5849,2018-03-07,0.202,0.798,0.0,Wed Mar 07 00:00:24 +0000 2018,18,@washingtonpost
0.0,2018-03-06,0.0,1.0,0.0,Tue Mar 06 23:56:04 +0000 2018,19,@washingtonpost
0.34,2018-03-06,0.096,0.75,0.154,Tue Mar 06 23:52:00 +0000 2018,20,@washingtonpost
0.0,2018-03-06,0.0,1.0,0.0,Tue Mar 06 23:49:40 +0000 2018,21,@washingtonpost
0.0,2018-03-06,0.0,1.0,0.0,Tue Mar 06 23:42:05 +0000 2018,22,@washingtonpost
0.0,2018-03-06,0.0,1.0,0.0,Tue Mar 06 23:42:03 +0000 2018,23,@washingtonpost
-0.7845,2018-03-06,0.408,0.592,0.0,Tue Mar 06 23:39:05 +0000 2018,24,@washingtonpost
0.0,2018-03-06,0.0,1.0,0.0,Tue Mar 06 23:29:05 +0000 2018,25,@washingtonpost
0.2598,2018-03-06,0.167,0.59,0.243,Tue Mar 06 23:25:48 +0000 2018,26,@washingtonpost
0.0,2018-03-06,0.0,1.0,0.0,Tue Mar 06 23:13:07 +0000 2018,27,@washingtonpost
-0.7964,2018-03-06,0.503,0.378,0.119,Tue Mar 06 23:13:05 +0000 2018,28,@washingtonpost
0.4404,2018-03-06,0.0,0.868,0.132,Tue Mar 06 23:06:06 +0000 2018,29,@washingtonpost
0.6124,2018-03-06,0.0,0.688,0.312,Tue Mar 06 23:02:04 +0000 2018,30,@washingtonpost
0.0,2018-03-06,0.0,1.0,0.0,Tue Mar 06 22:59:08 +0000 2018,31,@washingtonpost
-0.4767,2018-03-06,0.171,0.829,0.0,Tue Mar 06 22:54:11 +0000 2018,32,@washingtonpost
0.7783,2018-03-06,0.0,0.618,0.382,Tue Mar 06 22:50:05 +0000 2018,33,@washingtonpost
-0.296,2018-03-06,0.186,0.698,0.116,Tue Mar 06 22:47:03 +0000 2018,34,@washingtonpost
-0.128,2018-03-06,0.152,0.728,0.119,Tue Mar 06 22:46:45 +0000 2018,35,@washingtonpost
0.0,2018-03-06,0.0,1.0,0.0,Tue Mar 06 22:42:56 +0000 2018,36,@washingtonpost
0.0,2018-03-06,0.0,1.0,0.0,Tue Mar 06 22:38:03 +0000 2018,37,@washingtonpost
0.0,2018-03-06,0.0,1.0,0.0,Tue Mar 06 22:36:07 +0000 2018,38,@washingtonpost
-0.25,2018-03-06,0.1,0.9,0.0,Tue Mar 06 22:35:10 +0000 2018,39,@washingtonpost
0.0,2018-03-06,0.0,1.0,0.0,Tue Mar 06 22:32:35 +0000 2018,40,@washingtonpost
0.128,2018-03-06,0.0,0.87,0.13,Tue Mar 06 22:18:13 +0000 2018,41,@washingtonpost
-0.5267,2018-03-06,0.236,0.764,0.0,Tue Mar 06 22:13:05 +0000 2018,42,@washingtonpost
-0.1027,2018-03-06,0.076,0.924,0.0,Tue Mar 06 22:13:03 +0000 2018,43,@washingtonpost
-0.4939,2018-03-06,0.276,0.724,0.0,Tue Mar 06 22:11:29 +0000 2018,44,@washingtonpost
0.0,2018-03-06,0.0,1.0,0.0,Tue Mar 06 22:02:02 +0000 2018,45,@washingtonpost
-0.5574,2018-03-06,0.184,0.816,0.0,Tue Mar 06 22:00:07 +0000 2018,46,@washingtonpost
0.0,2018-03-06,0.0,1.0,0.0,Tue Mar 06 21:52:05 +0000 2018,47,@washingtonpost
0.0,2018-03-06,0.0,1.0,0.0,Tue Mar 06 21:41:10 +0000 2018,48,@washingtonpost
0.5106,2018-03-06,0.0,0.798,0.202,Tue Mar 06 21:39:55 +0000 2018,49,@washingtonpost
0.0,2018-03-06,0.0,1.0,0.0,Tue Mar 06 21:35:06 +0000 2018,50,@washingtonpost
0.7003,2018-03-06,0.0,0.691,0.309,Tue Mar 06 21:32:05 +0000 2018,51,@washingtonpost
0.0,2018-03-06,0.0,1.0,0.0,Tue Mar 06 21:32:05 +0000 2018,52,@washingtonpost
-0.5423,2018-03-06,0.226,0.774,0.0,Tue Mar 06 21:26:07 +0000 2018,53,@washingtonpost
-0.4019,2018-03-06,0.278,0.722,0.0,Tue Mar 06 21:22:35 +0000 2018,54,@washingtonpost
-0.2732,2018-03-06,0.168,0.726,0.106,Tue Mar 06 21:15:29 +0000 2018,55,@washingtonpost
0.7351,2018-03-06,0.0,0.563,0.437,Tue Mar 06 21:09:06 +0000 2018,56,@washingtonpost
0.0,2018-03-06,0.0,1.0,0.0,Tue Mar 06 21:08:08 +0000 2018,57,@washingtonpost
-0.34,2018-03-06,0.156,0.844,0.0,Tue Mar 06 21:01:57 +0000 2018,58,@washingtonpost
0.0,2018-03-06,0.0,1.0,0.0,Tue Mar 06 20:48:04 +0000 2018,59,@washingtonpost
0.0,2018-03-06,0.0,1.0,0.0,Tue Mar 06 20:37:01 +0000 2018,60,@washingtonpost
0.6369,2018-03-06,0.0,0.682,0.318,Tue Mar 06 20:32:05 +0000 2018,61,@washingtonpost
0.7269,2018-03-06,0.0,0.647,0.353,Tue Mar 06 20:31:13 +0000 2018,62,@washingtonpost
0.0,2018-03-06,0.0,1.0,0.0,Tue Mar 06 20:27:07 +0000 2018,63,@washingtonpost
0.0,2018-03-06,0.0,1.0,0.0,Tue Mar 06 20:20:51 +0000 2018,64,@washingtonpost
0.3818,2018-03-06,0.0,0.843,0.157,Tue Mar 06 20:20:21 +0000 2018,65,@washingtonpost
-0.5267,2018-03-06,0.216,0.784,0.0,Tue Mar 06 20:18:22 +0000 2018,66,@washingtonpost
-0.4215,2018-03-06,0.203,0.797,0.0,Tue Mar 06 20:13:06 +0000 2018,67,@washingtonpost
-0.296,2018-03-06,0.155,0.845,0.0,Tue Mar 06 20:12:16 +0000 2018,68,@washingtonpost
-0.7003,2018-03-06,0.345,0.655,0.0,Tue Mar 06 19:59:42 +0000 2018,69,@washingtonpost
0.0,2018-03-06,0.0,1.0,0.0,Tue Mar 06 19:47:14 +0000 2018,70,@washingtonpost
0.4019,2018-03-06,0.0,0.803,0.197,Tue Mar 06 19:40:06 +0000 2018,71,@washingtonpost
-0.4939,2018-03-06,0.198,0.802,0.0,Tue Mar 06 19:34:56 +0000 2018,72,@washingtonpost
0.3818,2018-03-06,0.0,0.794,0.206,Tue Mar 06 19:28:44 +0000 2018,73,@washingtonpost
0.0,2018-03-06,0.0,1.0,0.0,Tue Mar 06 19:22:38 +0000 2018,74,@washingtonpost
0.5267,2018-03-06,0.0,0.714,0.286,Tue Mar 06 19:16:28 +0000 2018,75,@washingtonpost
0.3818,2018-03-06,0.0,0.822,0.178,Tue Mar 06 19:10:12 +0000 2018,76,@washingtonpost
-0.6486,2018-03-06,0.212,0.788,0.0,Tue Mar 06 18:58:05 +0000 2018,77,@washingtonpost
0.6369,2018-03-06,0.0,0.682,0.318,Tue Mar 06 18:52:19 +0000 2018,78,@washingtonpost
0.0,2018-03-06,0.0,1.0,0.0,Tue Mar 06 18:46:35 +0000 2018,79,@washingtonpost
0.1027,2018-03-06,0.086,0.805,0.109,Tue Mar 06 18:34:19 +0000 2018,80,@washingtonpost
0.0,2018-03-06,0.0,1.0,0.0,Tue Mar 06 18:28:23 +0000 2018,81,@washingtonpost
0.0,2018-03-06,0.0,1.0,0.0,Tue Mar 06 18:27:21 +0000 2018,82,@washingtonpost
-0.4019,2018-03-06,0.287,0.564,0.149,Tue Mar 06 18:22:17 +0000 2018,83,@washingtonpost
0.0,2018-03-06,0.0,1.0,0.0,Tue Mar 06 18:16:34 +0000 2018,84,@washingtonpost
0.0,2018-03-06,0.0,1.0,0.0,Tue Mar 06 18:10:51 +0000 2018,85,@washingtonpost
0.5352,2018-03-06,0.0,0.745,0.255,Tue Mar 06 17:57:06 +0000 2018,86,@washingtonpost
0.7003,2018-03-06,0.0,0.608,0.392,Tue Mar 06 17:52:48 +0000 2018,87,@washingtonpost
0.0,2018-03-06,0.0,1.0,0.0,Tue Mar 06 17:39:03 +0000 2018,88,@washingtonpost
-0.6908,2018-03-06,0.207,0.793,0.0,Tue Mar 06 17:30:48 +0000 2018,89,@washingtonpost
-0.875,2018-03-06,0.458,0.542,0.0,Tue Mar 06 17:20:02 +0000 2018,90,@washingtonpost
-0.4215,2018-03-06,0.177,0.823,0.0,Tue Mar 06 17:14:06 +0000 2018,91,@washingtonpost
0.0,2018-03-06,0.0,1.0,0.0,Tue Mar 06 17:13:04 +0000 2018,92,@washingtonpost
0.0258,2018-03-06,0.13,0.734,0.136,Tue Mar 06 17:05:11 +0000 2018,93,@washingtonpost
-0.4404,2018-03-06,0.172,0.828,0.0,Tue Mar 06 16:56:09 +0000 2018,94,@washingtonpost
0.3612,2018-03-06,0.0,0.828,0.172,Tue Mar 06 16:50:00 +0000 2018,95,@washingtonpost
0.7067,2018-03-06,0.103,0.577,0.32,Tue Mar 06 16:40:17 +0000 2018,96,@washingtonpost
0.1027,2018-03-06,0.0,0.877,0.123,Tue Mar 06 16:30:54 +0000 2018,97,@washingtonpost
-0.5106,2018-03-06,0.32,0.68,0.0,Tue Mar 06 16:30:26 +0000 2018,98,@washingtonpost
0.4215,2018-03-06,0.0,0.797,0.203,Tue Mar 06 16:25:51 +0000 2018,99,@washingtonpost
0.0,2018-03-06,0.0,1.0,0.0,Tue Mar 06 16:20:47 +0000 2018,100,@washingtonpost
-0.2023,2018-03-07,0.167,0.833,0.0,Wed Mar 07 01:30:26 +0000 2018,1,@VICE
-0.6597,2018-03-07,0.306,0.694,0.0,Wed Mar 07 01:15:06 +0000 2018,2,@VICE
0.7177,2018-03-07,0.0,0.762,0.238,Wed Mar 07 01:00:48 +0000 2018,3,@VICE
0.4019,2018-03-07,0.107,0.711,0.182,Wed Mar 07 00:50:04 +0000 2018,4,@VICE
-0.765,2018-03-07,0.486,0.423,0.092,Wed Mar 07 00:40:08 +0000 2018,5,@VICE
0.4215,2018-03-07,0.115,0.642,0.243,Wed Mar 07 00:29:20 +0000 2018,6,@VICE
-0.4019,2018-03-07,0.231,0.769,0.0,Wed Mar 07 00:15:01 +0000 2018,7,@VICE
0.7964,2018-03-07,0.0,0.496,0.504,Wed Mar 07 00:01:04 +0000 2018,8,@VICE
0.0,2018-03-06,0.0,1.0,0.0,Tue Mar 06 23:45:12 +0000 2018,9,@VICE
0.0,2018-03-06,0.125,0.75,0.125,Tue Mar 06 23:33:01 +0000 2018,10,@VICE
0.0,2018-03-06,0.0,1.0,0.0,Tue Mar 06 23:06:04 +0000 2018,11,@VICE
0.25,2018-03-06,0.0,0.857,0.143,Tue Mar 06 23:01:00 +0000 2018,12,@VICE
-0.7003,2018-03-06,0.309,0.691,0.0,Tue Mar 06 22:52:27 +0000 2018,13,@VICE
0.0258,2018-03-06,0.11,0.776,0.114,Tue Mar 06 22:49:02 +0000 2018,14,@VICE
-0.296,2018-03-06,0.18,0.82,0.0,Tue Mar 06 22:45:07 +0000 2018,15,@VICE
-0.5574,2018-03-06,0.365,0.635,0.0,Tue Mar 06 22:44:31 +0000 2018,16,@VICE
0.0,2018-03-06,0.0,1.0,0.0,Tue Mar 06 22:40:13 +0000 2018,17,@VICE
0.5267,2018-03-06,0.0,0.726,0.274,Tue Mar 06 22:30:11 +0000 2018,18,@VICE
-0.5719,2018-03-06,0.171,0.829,0.0,Tue Mar 06 22:29:19 +0000 2018,19,@VICE
-0.4019,2018-03-06,0.213,0.787,0.0,Tue Mar 06 22:19:21 +0000 2018,20,@VICE
-0.6597,2018-03-06,0.239,0.761,0.0,Tue Mar 06 22:13:15 +0000 2018,21,@VICE
-0.6597,2018-03-06,0.328,0.672,0.0,Tue Mar 06 22:12:04 +0000 2018,22,@VICE
0.4215,2018-03-06,0.0,0.882,0.118,Tue Mar 06 22:03:23 +0000 2018,23,@VICE
0.3182,2018-03-06,0.0,0.916,0.084,Tue Mar 06 22:01:27 +0000 2018,24,@VICE
0.0,2018-03-06,0.0,1.0,0.0,Tue Mar 06 21:57:58 +0000 2018,25,@VICE
0.5719,2018-03-06,0.0,0.709,0.291,Tue Mar 06 21:56:14 +0000 2018,26,@VICE
-0.4939,2018-03-06,0.161,0.753,0.086,Tue Mar 06 21:49:42 +0000 2018,27,@VICE
0.3818,2018-03-06,0.0,0.867,0.133,Tue Mar 06 21:45:25 +0000 2018,28,@VICE
0.5267,2018-03-06,0.0,0.848,0.152,Tue Mar 06 21:30:26 +0000 2018,29,@VICE
0.25,2018-03-06,0.0,0.882,0.118,Tue Mar 06 21:30:08 +0000 2018,30,@VICE
0.8126,2018-03-06,0.0,0.575,0.425,Tue Mar 06 21:29:36 +0000 2018,31,@VICE
0.5719,2018-03-06,0.0,0.709,0.291,Tue Mar 06 21:23:59 +0000 2018,32,@VICE
-0.7003,2018-03-06,0.326,0.674,0.0,Tue Mar 06 21:09:52 +0000 2018,33,@VICE
0.5994,2018-03-06,0.0,0.769,0.231,Tue Mar 06 21:01:32 +0000 2018,34,@VICE
-0.3182,2018-03-06,0.187,0.813,0.0,Tue Mar 06 20:45:17 +0000 2018,35,@VICE
-0.765,2018-03-06,0.379,0.549,0.071,Tue Mar 06 20:30:41 +0000 2018,36,@VICE
0.1298,2018-03-06,0.089,0.8,0.111,Tue Mar 06 20:15:05 +0000 2018,37,@VICE
0.0,2018-03-06,0.0,1.0,0.0,Tue Mar 06 20:05:50 +0000 2018,38,@VICE
-0.3387,2018-03-06,0.22,0.608,0.172,Tue Mar 06 20:02:16 +0000 2018,39,@VICE
0.0,2018-03-06,0.0,1.0,0.0,Tue Mar 06 20:00:24 +0000 2018,40,@VICE
-0.0772,2018-03-06,0.151,0.711,0.138,Tue Mar 06 19:59:57 +0000 2018,41,@VICE
-0.128,2018-03-06,0.073,0.927,0.0,Tue Mar 06 19:44:26 +0000 2018,42,@VICE
0.34,2018-03-06,0.0,0.882,0.118,Tue Mar 06 19:30:35 +0000 2018,43,@VICE
0.0,2018-03-06,0.0,1.0,0.0,Tue Mar 06 19:30:14 +0000 2018,44,@VICE
0.2023,2018-03-06,0.092,0.777,0.131,Tue Mar 06 19:15:06 +0000 2018,45,@VICE
0.0,2018-03-06,0.0,1.0,0.0,Tue Mar 06 19:01:59 +0000 2018,46,@VICE
0.5719,2018-03-06,0.0,0.73,0.27,Tue Mar 06 18:46:13 +0000 2018,47,@VICE
0.3182,2018-03-06,0.0,0.916,0.084,Tue Mar 06 18:40:43 +0000 2018,48,@VICE
-0.5859,2018-03-06,0.297,0.703,0.0,Tue Mar 06 18:35:58 +0000 2018,49,@VICE
-0.296,2018-03-06,0.115,0.885,0.0,Tue Mar 06 18:34:31 +0000 2018,50,@VICE
0.0,2018-03-06,0.0,1.0,0.0,Tue Mar 06 18:31:57 +0000 2018,51,@VICE
0.4939,2018-03-06,0.0,0.775,0.225,Tue Mar 06 18:30:43 +0000 2018,52,@VICE
-0.5719,2018-03-06,0.171,0.829,0.0,Tue Mar 06 18:25:49 +0000 2018,53,@VICE
0.0,2018-03-06,0.147,0.706,0.147,Tue Mar 06 18:25:33 +0000 2018,54,@VICE
0.5859,2018-03-06,0.0,0.743,0.257,Tue Mar 06 18:17:18 +0000 2018,55,@VICE
0.0,2018-03-06,0.0,1.0,0.0,Tue Mar 06 18:16:59 +0000 2018,56,@VICE
0.7096,2018-03-06,0.0,0.629,0.371,Tue Mar 06 18:12:23 +0000 2018,57,@VICE
-0.7269,2018-03-06,0.291,0.613,0.096,Tue Mar 06 18:01:14 +0000 2018,58,@VICE
0.0,2018-03-06,0.0,1.0,0.0,Tue Mar 06 18:00:49 +0000 2018,59,@VICE
0.5267,2018-03-06,0.0,0.746,0.254,Tue Mar 06 17:45:11 +0000 2018,60,@VICE
0.3612,2018-03-06,0.0,0.857,0.143,Tue Mar 06 17:30:40 +0000 2018,61,@VICE
0.5719,2018-03-06,0.0,0.764,0.236,Tue Mar 06 17:20:31 +0000 2018,62,@VICE
-0.6124,2018-03-06,0.308,0.692,0.0,Tue Mar 06 17:15:07 +0000 2018,63,@VICE
-0.5719,2018-03-06,0.236,0.764,0.0,Tue Mar 06 17:11:08 +0000 2018,64,@VICE
-0.5106,2018-03-06,0.32,0.68,0.0,Tue Mar 06 17:00:56 +0000 2018,65,@VICE
-0.0258,2018-03-06,0.072,0.861,0.067,Tue Mar 06 16:56:40 +0000 2018,66,@VICE
-0.4588,2018-03-06,0.2,0.8,0.0,Tue Mar 06 16:39:01 +0000 2018,67,@VICE
-0.2732,2018-03-06,0.1,0.9,0.0,Tue Mar 06 16:36:33 +0000 2018,68,@VICE
-0.765,2018-03-06,0.454,0.461,0.086,Tue Mar 06 16:30:35 +0000 2018,69,@VICE
0.4019,2018-03-06,0.0,0.803,0.197,Tue Mar 06 16:30:02 +0000 2018,70,@VICE
-0.3182,2018-03-06,0.108,0.892,0.0,Tue Mar 06 16:15:36 +0000 2018,71,@VICE
0.0,2018-03-06,0.0,1.0,0.0,Tue Mar 06 16:13:19 +0000 2018,72,@VICE
0.0,2018-03-06,0.0,1.0,0.0,Tue Mar 06 15:59:30 +0000 2018,73,@VICE
0.0,2018-03-06,0.0,1.0,0.0,Tue Mar 06 15:38:09 +0000 2018,74,@VICE
-0.4374,2018-03-06,0.153,0.847,0.0,Tue Mar 06 15:37:45 +0000 2018,75,@VICE
0.4215,2018-03-06,0.0,0.641,0.359,Tue Mar 06 15:31:42 +0000 2018,76,@VICE
-0.6124,2018-03-06,0.328,0.539,0.132,Tue Mar 06 15:28:03 +0000 2018,77,@VICE
-0.5574,2018-03-06,0.167,0.833,0.0,Tue Mar 06 15:22:22 +0000 2018,78,@VICE
-0.5859,2018-03-06,0.322,0.678,0.0,Tue Mar 06 15:18:15 +0000 2018,79,@VICE
0.0,2018-03-06,0.0,1.0,0.0,Tue Mar 06 15:18:05 +0000 2018,80,@VICE
-0.34,2018-03-06,0.156,0.844,0.0,Tue Mar 06 15:07:56 +0000 2018,81,@VICE
0.0,2018-03-06,0.0,1.0,0.0,Tue Mar 06 15:07:51 +0000 2018,82,@VICE
-0.8934,2018-03-06,0.565,0.435,0.0,Tue Mar 06 14:45:15 +0000 2018,83,@VICE
0.0,2018-03-06,0.0,1.0,0.0,Tue Mar 06 14:36:55 +0000 2018,84,@VICE
0.3612,2018-03-06,0.0,0.615,0.385,Tue Mar 06 14:30:37 +0000 2018,85,@VICE
0.0772,2018-03-06,0.0,0.874,0.126,Tue Mar 06 13:00:47 +0000 2018,86,@VICE
0.0,2018-03-06,0.0,1.0,0.0,Tue Mar 06 12:30:05 +0000 2018,87,@VICE
0.0,2018-03-06,0.0,1.0,0.0,Tue Mar 06 12:01:08 +0000 2018,88,@VICE
0.0,2018-03-06,0.0,1.0,0.0,Tue Mar 06 11:00:47 +0000 2018,89,@VICE
0.0,2018-03-06,0.0,1.0,0.0,Tue Mar 06 10:00:50 +0000 2018,90,@VICE
0.0,2018-03-06,0.0,1.0,0.0,Tue Mar 06 09:00:42 +0000 2018,91,@VICE
0.0,2018-03-06,0.0,1.0,0.0,Tue Mar 06 08:00:14 +0000 2018,92,@VICE
0.0,2018-03-06,0.0,1.0,0.0,Tue Mar 06 07:00:03 +0000 2018,93,@VICE
-0.0572,2018-03-06,0.1,0.9,0.0,Tue Mar 06 06:00:04 +0000 2018,94,@VICE
0.0,2018-03-06,0.0,1.0,0.0,Tue Mar 06 05:30:06 +0000 2018,95,@VICE
0.0,2018-03-06,0.0,1.0,0.0,Tue Mar 06 05:00:03 +0000 2018,96,@VICE
0.0,2018-03-06,0.0,1.0,0.0,Tue Mar 06 04:30:08 +0000 2018,97,@VICE
0.0,2018-03-06,0.0,1.0,0.0,Tue Mar 06 04:15:01 +0000 2018,98,@VICE
-0.802,2018-03-06,0.539,0.461,0.0,Tue Mar 06 04:00:13 +0000 2018,99,@VICE
-0.4215,2018-03-06,0.167,0.833,0.0,Tue Mar 06 03:30:13 +0000 2018,100,@VICE
